LAST EDITED DATE	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	OBSERVER ORCID ID	SAMPLING EVENT IDENTIFIER	OBSERVATION TYPE	PROTOCOL NAME	PROTOCOL CODE	PROJECT NAMES	PROJECT IDENTIFIERS	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	CHECKLIST COMMENTS	
2025-02-28 20:46:40.508816	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-24	06:18:00	obsr3877752		S215934304	Traveling	Traveling	P22			29	0.562		4	1	G14121590		
2025-02-28 20:46:40.585539	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-24	06:52:00	obsr3877752		S215934305	Traveling	Traveling	P22			20	0.628		4	1	G14121591		
2025-02-28 20:46:40.620455	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-24	07:12:00	obsr3877752		S215934307	Traveling	Traveling	P22			15	0.703		4	1	G14121592		
2025-02-28 20:46:40.652798	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-24	09:04:00	obsr3877752		S215934309	Traveling	Traveling	P22			18	0.481		4	1	G14139969		
2025-01-27 15:28:17.890037	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-01-15	06:40:00	obsr674509		S209613970	Traveling	Traveling	P22			227	5.172		11	1	G13906974		
2025-01-27 15:28:17.890037	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-01-15	06:40:00	obsr300873		S210936113	Traveling	Traveling	P22			227	5.172		11	1	G13906974		
2025-01-26 17:31:12.673454	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-01-15	16:11:00	obsr815628		S209516747	Traveling	Traveling	P22			85	0.640		4	1	G13814082		
2025-01-26 17:31:12.673454	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-01-15	16:11:00	obsr282705		S209444865	Traveling	Traveling	P22			85	0.640		4	1	G13814082		
2025-03-01 22:10:17.435754	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-21	09:55:00	obsr543784		S216151312	Traveling	Traveling	P22			105	1.610		3	1		Left side trail and trail back to entrance.	
2025-02-18 19:25:38.349961	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-18	06:33:00	obsr771766		S214331673	Traveling	Traveling	P22			128	1.400		2	1	G14069535		
2025-02-20 19:33:11.993353	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-20	15:52:00	obsr769303		S214607119	Traveling	Traveling	P22			54	1.172		1	1			
2025-02-18 19:38:43.597646	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-18	06:33:00	obsr245061		S214332798	Traveling	Traveling	P22			128	1.400		2	1	G14069535		
2025-03-02 06:40:56.315087	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-21	06:25:00	obsr553039		S216190777	Traveling	Traveling	P22			210	2.300		3	1	G14151724	Ceima Cachivera entrance and cuevas trail.. Overcast,  calm,  ca 24-25	
2025-02-20 19:32:31.989991	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-20	17:14:00	obsr769303		S214607074	Stationary	Stationary	P21			13			2	1			
2025-01-12 14:24:24.933826	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-01-10	06:17:00	obsr5035993		S209048291	Traveling	Traveling	P22			301	3.500		7	1	G13783280		
2025-05-10 22:08:20.598761	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-04-12	06:42:00	obsr3884125		S229379826	Traveling	Traveling	P22			84	1.662		3	1			
2025-04-30 21:14:26.910998	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-04-30	06:23:00	obsr3921282		S231402976	Traveling	Traveling	P22			437	2.511		3	1	G14609859		
2025-03-08 04:41:03.371896	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-21	06:25:00	obsr3509732		S217154140	Traveling	Traveling	P22			210	2.300		3	1	G14151724	Ceima Cachivera entrance and cuevas trail.. Overcast,  calm,  ca 24-25	
2025-01-22 12:32:20.356085	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-01-22	06:32:00	obsr938736		S210280521	Traveling	Traveling	P22			327	5.800		1	1			
2025-05-02 19:33:21.440997	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-04-30	06:23:00	obsr598540		S231345450	Traveling	Traveling	P22			437	2.511		4	1	G14609859		
2025-01-03 12:55:10.541009	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-01-03	06:46:00	obsr959094		S207842781	Traveling	Traveling	P22			247	3.000		3	1			
2025-01-11 18:29:05.534211	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-01-10	06:17:00	obsr4841388		S208924335	Traveling	Traveling	P22			301	3.500		7	1	G13783280		
2025-01-03 18:47:23.316551	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-01-03	15:28:00	obsr915176		S207892416	Traveling	Traveling	P22			114	5.730		2	1	G13713862		
2025-02-25 17:33:11.833504	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-21	06:29:00	obsr377479		S214681510	Traveling	Traveling	P22			312	3.524		1	1			
2025-03-02 06:40:56.315087	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-21	06:25:00	obsr543784		S216151638	Traveling	Traveling	P22			210	2.300		3	1	G14151724	Ceima Cachivera entrance and cuevas trail.. Overcast,  calm,  ca 24-25	
2025-02-24 12:34:25.847836	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-24	11:11:00	obsr769303		S215235704	Traveling	Traveling	P22			7	0.135		1	1			
2025-02-24 18:49:46.394587	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-24	09:30:00	obsr769303		S215235903	Traveling	Traveling	P22			59	0.922		3	1	G14114220		
2025-02-25 21:30:46.515606	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-24	07:12:00	obsr649861		S215462313	Traveling	Traveling	P22			15	0.703		4	1	G14121592		
2025-02-25 21:15:50.793608	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-24	07:41:00	obsr769303		S215461704	Traveling	Traveling	P22			63	0.692		1	1			
2025-02-02 18:14:01.805281	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-01-10	06:16:00	obsr269377		S208731307	Traveling	Traveling	P22			311	1.851		7	1			
2025-02-12 16:23:59.866796	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-12	06:30:00	obsr3054568		S213021272	Traveling	Traveling	P22			550	12.000		3	1	G14015015	Started at approx 6:30 Ceima Cachivera, main target bushbird and had that by 7:00. Quickly got very sunny but decent morning activity. Not much in the afternoon --Guided excellently as always by Miguel Portura	
2025-02-12 16:23:59.866796	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-12	06:30:00	obsr3389203		S213021271	Traveling	Traveling	P22			550	12.000		3	1	G14015015	Started at approx 6:30 Ceima Cachivera, main target bushbird and had that by 7:00. Quickly got very sunny but decent morning activity. Not much in the afternoon --Guided excellently as always by Miguel Portura	
2025-03-02 06:40:56.285977	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-21	06:03:00	obsr553039		S216190776	Traveling	Traveling	P22			10	0.180		2	1	G14151723	Open areas before reaching trail	
2025-01-22 18:23:51.017245	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-01-22	15:33:00	obsr938736		S210316929	Traveling	Traveling	P22			152	3.810		1	1			
2025-01-22 18:01:10.403835	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-01-14	15:22:00	obsr1650599		S209321679	Traveling	Traveling	P22			106	0.880		5	1	G13807642		
2025-01-22 18:01:10.403835	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-01-14	15:22:00	obsr815628		S209320621	Traveling	Traveling	P22			106	0.880		5	1	G13807642		
2025-01-25 11:39:32.912537	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-01-25	06:55:00	obsr779709		S210614919	Traveling	Traveling	P22			244	3.299		4	1			
2025-01-22 18:01:10.403835	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-01-14	15:22:00	obsr2298775		S209320190	Traveling	Traveling	P22			106	0.880		5	1	G13807642		
2025-01-13 20:25:19.506288	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-01-12	06:14:00	obsr416419		S209212210	Traveling	Traveling	P22			313	3.590		7	1	G13793879		
2025-01-13 15:11:42.880365	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-01-12	06:14:00	obsr5035993		S209183438	Traveling	Traveling	P22			313	3.590		7	1	G13793879		
2025-01-04 20:32:13.132913	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-01-04	15:49:00	obsr558035		S208062931	Traveling	Traveling	P22			124	1.250		6	0	G13728571		
2025-01-05 08:06:59.598555	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-01-04	15:46:00	obsr609841		S208104035	Traveling	Traveling	P22			104	2.492		6	1	G13732014		
2025-01-11 14:40:39.049106	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-01-10	15:23:00	obsr1150998		S208886646	Traveling	Traveling	P22			139	1.820		7	1	G13780667		
2025-01-04 20:32:13.132913	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-01-04	15:49:00	obsr561002		S208062932	Traveling	Traveling	P22			124	1.250		6	0	G13728571		
2025-01-05 08:06:59.598555	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-01-04	15:46:00	obsr824341		S208104036	Traveling	Traveling	P22			104	2.492		6	1	G13732014		
2025-02-14 19:26:04.061983	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-02-14	15:17:00	obsr409953		S213339263	Traveling	Traveling	P22			90	1.698		7	1	G14028574	This was a group from Texas (Bluebonnet Birding Tribe +) led by Sebastian Ballesteros Caro and local guide Agrepino Gonzalez-Lopez. I started the track at the Tuk Tuk drop off point at the bridge. I stopped the track on the trail when we decided to return due to heavy rain.	
2025-02-14 19:26:04.061983	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-02-14	15:17:00	obsr688410		S213339261	Traveling	Traveling	P22			90	1.698		7	1	G14028574	This was a group from Texas (Bluebonnet Birding Tribe +) led by Sebastian Ballesteros Caro and local guide Agrepino Gonzalez-Lopez. I started the track at the Tuk Tuk drop off point at the bridge. I stopped the track on the trail when we decided to return due to heavy rain.	
2025-02-15 15:44:54.344747	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-02-14	15:17:00	obsr1217541		S213590879	Traveling	Traveling	P22			90	1.698		7	1	G14028574	This was a group from Texas (Bluebonnet Birding Tribe +) led by Sebastian Ballesteros Caro and local guide Agrepino Gonzalez-Lopez. I started the track at the Tuk Tuk drop off point at the bridge. I stopped the track on the trail when we decided to return due to heavy rain.	
2025-02-15 17:28:22.550812	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-02-14	17:05:00	obsr342809		S213597163	Traveling	Traveling	P22			62	2.000		7	1	G14028754	This was a group led by Sebastian Ballesteros Caro and local guide Agrepino Gonzalez-Lopez. I started the track at the sand pit where digging has occurred. After the rain stopped we decided to try and make an attempt at seeing an Amethyst Woodstar. We were unsuccessful. After the Woodstar attempt we hiked back to the Tuk Tuk pick up point at the bridge. I stopped the track there. The end of a GREA	
2025-02-21 11:48:02.554271	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-01-09	05:46:00	obsr92695		S214682423	Traveling	Traveling	P22			198	4.600		2	0			
2025-02-08 14:47:17.447851	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-02-08	06:51:00	obsr3054568		S212480669	Traveling	Traveling	P22			300	4.828		4	1	G13985969	From 6:45 sendero bocatoma with Miguel (local guide)--Quite heavy rain through night into morning	
2025-02-15 19:24:00.54002	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-02-14	15:17:00	obsr208925		S213645560	Traveling	Traveling	P22			90	1.698		7	1	G14028574	This was a group from Texas (Bluebonnet Birding Tribe +) led by Sebastian Ballesteros Caro and local guide Agrepino Gonzalez-Lopez. I started the track at the Tuk Tuk drop off point at the bridge. I stopped the track on the trail when we decided to return due to heavy rain.	
2025-02-08 14:47:17.447851	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-02-08	06:51:00	obsr3389203		S212480670	Traveling	Traveling	P22			300	4.828		4	1	G13985969	From 6:45 sendero bocatoma with Miguel (local guide)--Quite heavy rain through night into morning	
2025-02-15 19:24:00.512465	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-02-14	17:05:00	obsr208925		S213645559	Traveling	Traveling	P22			62	2.000		7	1	G14028754	This was a group led by Sebastian Ballesteros Caro and local guide Agrepino Gonzalez-Lopez. I started the track at the sand pit where digging has occurred. After the rain stopped we decided to try and make an attempt at seeing an Amethyst Woodstar. We were unsuccessful. After the Woodstar attempt we hiked back to the Tuk Tuk pick up point at the bridge. I stopped the track there. The end of a GREA	
2025-04-12 01:23:56.465236	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-03-12	06:10:00	obsr835829		S218070909	Traveling	Traveling	P22			234	7.835		2	1	G14223984		
2025-04-16 21:47:24.339223	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-04-15	06:09:00	obsr261579		S226210932	Traveling	Traveling	P22			324	5.870		5	1	G14478456		
2025-04-09 21:33:17.376356	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-03-26	06:02:00	obsr162659		S220967831	Traveling	Traveling	P22			256	3.380		6	1	G14326658	A very slow morning with light rain between 6 and 7 am. Almost no birds singing in the white sands forest and we only encountered one flock there. Most birds were in the terra firme forest towards the end of our walk. With local guide Miguel Portura who used playback for target species like Gray-bellied and Chestnut-crested Antbirds without success.	
2025-03-19 23:25:09.871374	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-03-08	05:56:00	obsr313375		S217310126	Traveling	Traveling	P22			548	12.532		3	1	G14193858		
2025-03-19 01:37:45.597385	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-01-19	06:42:00	obsr779709		S209928744	Traveling	Traveling	P22			328	5.407		3	1			
2025-02-25 21:35:26.368832	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-02-24	16:53:00	obsr649861		S215462317	Traveling	Traveling	P22			49	0.574		2	1	G14121596		
2025-03-08 04:40:59.764584	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-21	06:03:00	obsr3509732		S217154127	Traveling	Traveling	P22			10	0.180		2	1	G14151723	Open areas before reaching trail	
2025-05-02 19:34:14.663969	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-04-30	06:23:00	obsr1197424		S231821481	Traveling	Traveling	P22			436	2.511		4	1	G14609859		
2025-02-24 18:49:46.394587	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-24	09:30:00	obsr649861		S215290065	Traveling	Traveling	P22			59	0.922		3	1	G14114220		
2025-02-24 15:53:48.739886	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-01-22	06:29:00	obsr674509		S210329628	Traveling	Traveling	P22			318	6.467		8	1	G13870288		
2025-03-02 06:40:56.285977	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-21	06:03:00	obsr543784		S216151782	Traveling	Traveling	P22			10	0.180		2	1	G14151723	Open areas before reaching trail	
2025-02-25 21:27:16.116711	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-24	07:12:00	obsr769303		S215461939	Traveling	Traveling	P22			15	0.703		4	1	G14121592		
2025-02-24 15:53:48.739886	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-01-22	06:29:00	obsr1140117		S210886628	Traveling	Traveling	P22			318	6.467		8	1	G13870288		
2025-02-25 21:27:16.067437	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-24	06:52:00	obsr769303		S215461967	Traveling	Traveling	P22			20	0.628		4	1	G14121591		
2025-02-24 15:53:48.739886	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-01-22	06:29:00	obsr3440500		S210527939	Traveling	Traveling	P22			318	6.467		8	1	G13870288		
2025-02-25 21:27:16.067437	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-24	06:52:00	obsr649861		S215462312	Traveling	Traveling	P22			20	0.628		4	1	G14121591		
2025-04-25 23:00:02.898457	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-04-12	06:00:00	obsr3321403		S228549628	Traveling	Traveling	P22			180	3.000		1	0			
2025-02-20 19:32:52.245033	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-02-20	16:57:00	obsr769303		S214607099	Traveling	Traveling	P22			15	0.086		1	1			
2025-01-24 13:12:50.644364	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-01-24	06:27:00	obsr938736		S210488852	Traveling	Traveling	P22			356	6.960		1	1			
2025-01-12 12:37:55.585869	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2025-01-06	07:00:00	obsr52007		S208457891	Traveling	Traveling	P22			360	6.437		3	1		with Hernan Arias and Omar Casas	
2025-04-02 19:45:07.096492	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-03-26	10:21:00	obsr6954718		S222554859	Traveling	Traveling	P22			47	0.960		6	1	G14326701		
2025-04-09 21:33:17.376356	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-03-26	06:02:00	obsr6954718		S222553803	Traveling	Traveling	P22			256	3.380		6	1	G14326658		
2025-04-09 21:33:17.376356	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-03-26	06:02:00	obsr673073		S220991963	Traveling	Traveling	P22			256	3.380		6	1	G14326658		
2025-02-14 20:01:26.547048	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-02-14	17:05:00	obsr1217541		S213343101	Traveling	Traveling	P22			62	2.000		7	1	G14028754	This was a group led by Sebastian Ballesteros Caro and local guide Agrepino Gonzalez-Lopez. I started the track at the sand pit where digging has occurred. After the rain stopped we decided to try and make an attempt at seeing an Amethyst Woodstar. We were unsuccessful. After the Woodstar attempt we hiked back to the Tuk Tuk pick up point at the bridge. I stopped the track there. The end of a GREA	
2025-02-10 11:52:22.202624	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-02-10	06:19:00	obsr3389203		S212766626	Traveling	Traveling	P22			223	5.000		3	1	G14001846	Rained out for a lot of the morning, okay activity but nothing too exciting	
2025-02-15 16:04:39.479363	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-02-14	15:17:00	obsr342809		S213597203	Traveling	Traveling	P22			90	1.698		7	1	G14028574	This was a group from Texas (Bluebonnet Birding Tribe +) led by Sebastian Ballesteros Caro and local guide Agrepino Gonzalez-Lopez. I started the track at the Tuk Tuk drop off point at the bridge. I stopped the track on the trail when we decided to return due to heavy rain.	
2025-02-10 11:52:22.202624	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-02-10	06:19:00	obsr3054568		S212766630	Traveling	Traveling	P22			223	5.000		3	1	G14001846	Rained out for a lot of the morning, okay activity but nothing too exciting	
2025-02-15 16:27:03.253873	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-02-14	17:05:00	obsr409953		S213342594	Traveling	Traveling	P22			62	2.000		7	1	G14028754	This was a group led by Sebastian Ballesteros Caro and local guide Agrepino Gonzalez-Lopez. I started the track at the sand pit where digging has occurred. After the rain stopped we decided to try and make an attempt at seeing an Amethyst Woodstar. We were unsuccessful. After the Woodstar attempt we hiked back to the Tuk Tuk pick up point at the bridge. I stopped the track there. The end of a GREA	
2025-02-14 19:56:33.713586	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-02-14	17:05:00	obsr688410		S213342593	Traveling	Traveling	P22			62	2.000		7	1	G14028754	This was a group led by Sebastian Ballesteros Caro and local guide Agrepino Gonzalez-Lopez. I started the track at the sand pit where digging has occurred. After the rain stopped we decided to try and make an attempt at seeing an Amethyst Woodstar. We were unsuccessful. After the Woodstar attempt we hiked back to the Tuk Tuk pick up point at the bridge. I stopped the track there. The end of a GREA	
2025-03-11 11:02:09.613399	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-03-09	08:05:00	obsr543928		S217878246	Traveling	Traveling	P22			147	4.590		3	1			
2025-01-13 18:15:33.607012	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-01-12	06:14:00	obsr4841388		S209202741	Traveling	Traveling	P22			313	3.590		7	1	G13793879		
2025-01-12 13:38:28.6763	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-01-08	05:51:00	obsr674509		S209040085	Traveling	Traveling	P22			304	5.670		3	1	G13790610		
2025-01-10 20:29:54.523659	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-01-09	05:47:00	obsr52007		S208632533	Traveling	Traveling	P22			383	4.184		2	1	G13775421		
2025-01-12 13:38:28.6763	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-01-08	05:51:00	obsr726711		S208512145	Traveling	Traveling	P22			304	5.670		3	1	G13790610		
2025-04-24 20:48:57.992965	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-04-15	06:09:00	obsr1333231		S225960019	Traveling	Traveling	P22			324	5.870		5	1	G14478456		
2025-03-19 23:25:09.871374	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-03-08	05:56:00	obsr835829		S217310131	Traveling	Traveling	P22			548	12.532		3	1	G14193858		
2025-02-02 18:25:56.185027	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-01-10	15:26:00	obsr269377		S209559032	Traveling	Traveling	P22			132	1.931		7	1			
2025-02-28 20:46:40.765661	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-02-24	16:53:00	obsr3877752		S215934313	Traveling	Traveling	P22			49	0.574		2	1	G14121596		
2025-01-22 18:01:10.403835	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-01-14	15:22:00	obsr282705		S209320667	Traveling	Traveling	P22			106	0.880		5	1	G13807642		
2025-01-16 20:17:46.960841	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2025-01-08	14:29:00	obsr295367		S208560402	Traveling	Traveling	P22			183	2.383		3	1			
